top pages,clicks,impressions,ctr,position,errors
https://www.smackcoders.com/blog/wordpress-seo-plugins.html,0,4957,0.0,72.6681460560823,High impressions but no clicks
https://www.smackcoders.com/blog/add-external-urls-to-featured-images-wordpress.html,10,2896,0.0034530386740331,12.973756906077348,
https://www.smackcoders.com/blog/export-import-advanced-custom-fields-csv-wordpress.html,4,1593,0.002510985561833,12.67294413057125,
https://www.smackcoders.com/blog/wordpress-ultimate-csv-importer-csv-sample-files-and-updates.html,7,1484,0.0047169811320754,15.723045822102426,
https://www.smackcoders.com/blog/create-custom-taxonomies-with-acf.html,5,1398,0.0035765379113018,15.894849785407724,
https://www.smackcoders.com/blog/how-to-install-wamp-and-xampp.html,6,1242,0.0048309178743961,11.412238325281804,
https://www.smackcoders.com/wp-ultimate-csv-importer-pro.html,39,1211,0.0322047894302229,11.410404624277456,
https://www.smackcoders.com/blog/enable-configure-wp-cron.html,6,1174,0.0051107325383304,21.061328790459967,
https://www.smackcoders.com/blog/how-to-restore-wordpress-site-from-backup.html,1,1170,0.0008547008547008,34.023931623931624,
https://www.smackcoders.com/blog/create-and-import-custom-post-types-in-wordpress.html,3,1136,0.0026408450704225,15.59419014084507,
https://www.smackcoders.com/blog/how-to-install-ioncube-loaders-simple-steps-for-various-hosting-types.html,3,1086,0.0027624309392265,16.708103130755063,
https://www.smackcoders.com/blog/how-to-import-csv-file-in-wordpress-without-plugin.html,5,997,0.0050150451354062,14.844533600802407,
https://www.smackcoders.com/blog/export-import-single-wordpress-post-page-product.html,3,956,0.0031380753138075,17.064853556485357,
https://www.smackcoders.com/blog/how-to-import-page-to-wordpress.html,3,906,0.0033112582781456,14.41832229580574,
https://www.smackcoders.com/blog/optimize-wordpress-database-for-large-sites.html,0,892,0.0,18.52354260089686,
https://www.smackcoders.com/blog/best-woocommerce-affiliate-plugins.html,0,797,0.0,34.37892095357591,
https://www.smackcoders.com/blog/best-wordpress-speed-optimization-plugins.html,0,744,0.0,46.799731182795696,
https://www.smackcoders.com/documentation/wp-ultimate-csv-importer-pro/acf-import,2,743,0.0026917900403768,21.47779273216689,
https://www.smackcoders.com/documentation/wp-ultimate-csv-importer-pro/rankmath-data-import-and-export,1,731,0.0013679890560875,19.10670314637483,
https://www.smackcoders.com/blog/wordpress-seo-guide.html,0,719,0.0,68.76773296244784,
https://www.smackcoders.com/,72,669,0.1076233183856502,8.994020926756352,
https://www.smackcoders.com/blog/mastering-wpml-language-localization.html,1,666,0.0015015015015015,16.935435435435437,
https://www.smackcoders.com/blog/advanced-techniques-for-wordpress-import-and-export.html,0,612,0.0,30.815359477124183,
https://www.smackcoders.com/es/blog/como-instalar-wamp-y-xampp.html,1,597,0.0016750418760469,10.82747068676717,
https://www.smackcoders.com/blog/build-dynamic-wordpress-sites-with-custom-post-types.html,5,588,0.0085034013605442,18.197278911564627,
https://www.smackcoders.com/blog/ppom-for-woocommerce-import-export-custom-fields.html,0,574,0.0,9.045296167247386,
https://www.smackcoders.com/wp-all-import-alternative.html,5,545,0.0091743119266055,24.357798165137616,
https://www.smackcoders.com/ja/blog/add-external-urls-to-featured-images-wordpress.html,23,541,0.0425138632162661,6.10720887245841,
https://www.smackcoders.com/blog/scale-wordpress-for-high-traffic.html,0,509,0.0,35.11001964636542,
https://www.smackcoders.com/blog/how-to-export-wordpress-users.html,9,492,0.0182926829268292,22.392276422764223,
https://www.smackcoders.com/blog/speed-up-your-wordpress-website.html,0,481,0.0,76.81496881496882,
https://www.smackcoders.com/documentation/wp-ultimate-csv-importer-pro/import-export-user-members,0,416,0.0,34.96875,
https://www.smackcoders.com/blog/polylang-import-translation-guide.html,1,412,0.0024271844660194,22.75242718446602,
https://www.smackcoders.com/blog/import-export-gravity-forms-entries.html,0,400,0.0,27.845,
https://www.smackcoders.com/documentation/wp-ultimate-csv-importer-pro/jet-engine-data-import,2,378,0.0052910052910052,14.727513227513228,
https://www.smackcoders.com/documentation/wp-ultimate-csv-importer-pro/import-wordpress-categories-and-tags,1,339,0.0029498525073746,19.238938053097343,
https://www.smackcoders.com/blog/import-variable-products-into-woocommerce.html,0,334,0.0,33.464071856287426,
https://www.smackcoders.com/about-us.html,4,331,0.0120845921450151,4.413897280966768,
https://www.smackcoders.com/blog/create-a-form-in-wordpress-without-plugins.html,0,330,0.0,12.624242424242423,
https://www.smackcoders.com/documentation/wp-ultimate-csv-importer-pro/troubleshooting-guide,3,315,0.0095238095238095,11.834920634920636,
https://www.smackcoders.com/documentation/wp-ultimate-csv-importer-pro/woocommerces,0,302,0.0,36.47682119205298,
https://www.smackcoders.com/documentation/wp-ultimate-csv-importer-pro/how-to-import-woocommerce-orders,0,299,0.0,44.59531772575251,
https://www.smackcoders.com/blog/migrate-shopify-to-woocommerce.html,0,290,0.0,51.27586206896552,
https://www.smackcoders.com/blog/best-woocommerce-plugins.html,1,286,0.0034965034965034,28.98951048951049,
https://www.smackcoders.com/blog/import-and-export-woocommerce-customers.html,0,276,0.0,39.47463768115942,
https://www.smackcoders.com/blog/improve-core-web-vitals-in-wordpress.html,0,276,0.0,38.36231884057971,
https://www.smackcoders.com/blog/scaling-woocommerce-manage-products-orders.html,0,276,0.0,16.28623188405797,
https://www.smackcoders.com/documentation/wp-ultimate-csv-importer-pro/import-images-into-wordpress,0,268,0.0,17.332089552238806,
https://www.smackcoders.com/contact-us.html,5,265,0.0188679245283018,2.739622641509434,
https://www.smackcoders.com/ja/blog/how-to-import-page-to-wordpress.html,4,263,0.0152091254752851,6.634980988593156,
https://www.smackcoders.com/blog/polylang-import-products-woocommerce.html,1,262,0.0038167938931297,18.15267175572519,
https://www.smackcoders.com/ja/blog/wordpress-seo-guide.html,0,256,0.0,68.73046875,
https://www.smackcoders.com/documentation/wp-ultimate-csv-importer-pro/importer-faq,3,255,0.0117647058823529,15.294117647058824,
https://www.smackcoders.com/es/blog/ejemplos-de-archivos-csv-y-xml-para-la-importacion-de-prueba-wp-ultimate-csv-xml-importer.html,4,250,0.016,3.956,
https://www.smackcoders.com/blog/import-export-elementor-as-csv.html,0,247,0.0,19.77327935222672,
https://www.smackcoders.com/ja/blog/enable-configure-wp-cron.html,8,246,0.032520325203252,5.963414634146342,
https://www.smackcoders.com/documentation/wp-ultimate-csv-importer-pro/metabox-import-export,0,242,0.0,18.47107438016529,
https://www.smackcoders.com/documentation/wp-ultimate-csv-importer-pro/import-and-export-woocommerce-reviews,0,235,0.0,19.280851063829783,
https://www.smackcoders.com/blog/best-multipurpose-wordpress-themes.html,0,233,0.0,32.347639484978544,
https://www.smackcoders.com/documentation/wp-ultimate-csv-importer-pro/how-to-import-variable-products-in-woocommerce,4,231,0.0173160173160173,29.047619047619047,
https://www.smackcoders.com/blog/import-export-listings-business-directory-plugins.html,1,227,0.0044052863436123,18.669603524229075,
https://www.smackcoders.com/blog/how-to-import-csv-file-in-wordpress.html,0,226,0.0,19.079646017699115,
https://www.smackcoders.com/wordpress.html,0,223,0.0,4.748878923766816,
https://www.smackcoders.com/documentation/wp-ultimate-csv-importer-pro/how-to-import-csv,0,216,0.0,16.287037037037038,
https://www.smackcoders.com/blog/import-export-custom-post-types-plugin-data.html,1,200,0.005,20.43,
https://www.smackcoders.com/wp-ultimate-csv-importer-pro/changelog.html,0,200,0.0,21.135,
https://www.smackcoders.com/documentation/wp-ultimate-csv-importer-pro/import-and-export-nextgen-gallery-images,2,199,0.0100502512562814,17.537688442211056,
https://www.smackcoders.com/wp-follow-up-emails.html,2,189,0.0105820105820105,38.38095238095238,
https://www.smackcoders.com/support.html,0,189,0.0,4.047619047619048,
https://www.smackcoders.com/blog/import-export-woocommerce-product-reviews.html,1,182,0.0054945054945054,30.57692307692308,
https://www.smackcoders.com/blog/export-import-advanced-custom-fields-csv-wordpress.html#export-import-of-advanced-custom-fields-data-from-csv,0,177,0.0,8.531073446327683,
https://www.smackcoders.com/blog/ai-in-wordpress.html,1,175,0.0057142857142857,19.737142857142857,
https://www.smackcoders.com/documentation/wp-ultimate-csv-importer-pro/import-data-from-excel-to-wordpress,1,171,0.0058479532163742,28.795321637426905,
https://www.smackcoders.com/ja/blog/how-to-import-csv-file-in-wordpress.html,4,167,0.0239520958083832,17.377245508982035,
https://www.smackcoders.com/blog/ai-generated-wordpress-content-import.html,0,166,0.0,12.63855421686747,
https://www.smackcoders.com/blog/export-import-advanced-custom-fields-csv-wordpress.html#export-acf-fields-in-word-press-as-csv,0,166,0.0,8.578313253012048,
https://www.smackcoders.com/blog/create-a-multilingual-website-with-wpml.html,0,165,0.0,23.63636363636364,
https://www.smackcoders.com/deals.html,1,164,0.0060975609756097,5.048780487804878,
https://www.smackcoders.com/blog/export-woocommerce-orders-to-google-sheets.html,0,163,0.0,61.8957055214724,
https://www.smackcoders.com/es/blog/como-anadir-urls-externas-a-las-imagenes-destacadas-en-wordpress.html,1,160,0.00625,4.98125,
https://www.smackcoders.com/wp-ultimate-csv-importer-pro/woocommerce-import-products.html,1,158,0.0063291139240506,55.5126582278481,
https://www.smackcoders.com/ja/blog/export-import-advanced-custom-fields-csv-wordpress.html,8,151,0.0529801324503311,8.185430463576159,
https://www.smackcoders.com/documentation.html,0,149,0.0,3.697986577181208,
https://www.smackcoders.com/documentation/wp-ultimate-csv-importer-pro/learnpress-data-import,2,148,0.0135135135135135,10.736486486486486,
https://www.smackcoders.com/documentation/wp-ultimate-csv-importer-pro/import-and-export-lms-data,2,145,0.0137931034482758,16.944827586206898,
https://www.smackcoders.com/wp-ultimate-csv-importer-pro/import-acf-custom-fields-from-csv.html,0,145,0.0,21.02758620689655,
https://www.smackcoders.com/blog/export-import-single-wordpress-post-page-product.html#why-do-you-need-to-export-and-import-single-post-page-custom-post-record,0,144,0.0,8.715277777777779,
https://www.smackcoders.com/blog/export-import-single-wordpress-post-page-product.html#key-features-of-single-post-csv-import-export,0,143,0.0,8.6993006993007,
https://www.smackcoders.com/blog/import-woocommerce-products-with-custom-fields.html,0,143,0.0,20.51048951048951,
https://www.smackcoders.com/documentation/wp-ultimate-csv-importer-pro/wpml-multilingual-import,0,135,0.0,21.659259259259255,
https://www.smackcoders.com/wp-ultimate-csv-importer-pro/features.html,0,135,0.0,15.62962962962963,
https://www.smackcoders.com/documentation/woocommerce-to-shopify-integration/woocommerce-to-shopify-integration-plugin,0,133,0.0,52.40601503759399,
https://www.smackcoders.com/blog/wp-ultimate-csv-importer-8-12-edd.html,0,130,0.0,9.26923076923077,
https://www.smackcoders.com/documentation/wp-ultimate-csv-importer-pro/how-to-import-schedule-or-update,0,130,0.0,14.23076923076923,
https://www.smackcoders.com/wp-ultimate-csv-importer-pro/import-wpml-multilingual-content.html,0,130,0.0,44.13846153846154,
https://www.smackcoders.com/partnership.html,0,129,0.0,5.976744186046512,
https://www.smackcoders.com/blog/best-practices-for-wordpress-sites.html,0,128,0.0,19.140625,
https://www.smackcoders.com/blog.html,1,127,0.0078740157480314,12.637795275590552,
https://www.smackcoders.com/documentation/wp-ultimate-csv-importer-pro/what-is-elementor-import-export,1,125,0.008,12.856,
https://www.smackcoders.com/ja/blog/advanced-techniques-for-wordpress-import-and-export.html,2,124,0.0161290322580645,8.620967741935484,
https://www.smackcoders.com/documentation/wp-ultimate-csv-importer-pro/import-woocommerce-customers,0,123,0.0,42.99186991869919,
https://www.smackcoders.com/documentation/wp-ultimate-csv-importer-pro/post-page-custompost-import,1,120,0.0083333333333333,19.341666666666665,
https://www.smackcoders.com/blog/export-import-advanced-custom-fields-csv-wordpress.html#acf-field-types-explained,0,120,0.0,8.483333333333334,
https://www.smackcoders.com/blog/polylang-plugin-for-wordpress.html,0,119,0.0,30.26050420168067,
https://www.smackcoders.com/wp-ultimate-csv-importer-pro/seo-meta-data-import.html,0,118,0.0,27.516949152542374,
https://www.smackcoders.com/wp-ultimate-exporter.html,4,116,0.0344827586206896,15.862068965517242,
https://www.smackcoders.com/es/blog/importar-y-exportar-clientes-de-woocommerce.html,3,116,0.0258620689655172,12.0,
https://www.smackcoders.com/es/blog/como-habilitar-y-configurar-wp-cron.html,0,116,0.0,10.767241379310343,
https://www.smackcoders.com/wp-ultimate-csv-importer-pro/jetengine-cct-import.html,1,115,0.008695652173913,17.782608695652176,
https://www.smackcoders.com/ja/blog/create-a-multilingual-website-with-wpml.html,0,108,0.0,14.574074074074074,
https://www.smackcoders.com/blog/wordpress-ultimate-csv-importer-csv-sample-files-and-updates.html#sample-files-for-word-press-csv-xml-import,0,107,0.0,7.05607476635514,
https://www.smackcoders.com/blog/wordpress-ultimate-csv-importer-csv-sample-files-and-updates.html#word-press-csv-import,0,107,0.0,7.05607476635514,
https://www.smackcoders.com/blog/wordpress-ultimate-csv-importer-csv-sample-files-and-updates.html#word-press-xml-import,0,107,0.0,7.05607476635514,
https://www.smackcoders.com/ja/blog/create-custom-taxonomies-with-acf.html,9,106,0.0849056603773584,5.783018867924528,
https://www.smackcoders.com/ja/blog/create-custom-fields-with-acf-in-wordpress.html,1,105,0.0095238095238095,9.647619047619049,
https://www.smackcoders.com/documentation/wp-ultimate-csv-importer-pro/export-wordpress-data-using-wp-query,0,105,0.0,20.590476190476192,
https://www.smackcoders.com/es/blog/migrar-shopify-a-woocommerce.html,0,103,0.0,38.970873786407765,
https://www.smackcoders.com/ja/blog/add-external-urls-to-featured-images-wordpress.html#importing-bulk-external-ur-ls-to-featured-images-in-word-press-posts-pages-and-custom-posts,0,102,0.0,5.3431372549019605,
https://www.smackcoders.com/documentation/wp-ultimate-csv-importer-pro/polylang-multilingual-content-import-export,1,99,0.0101010101010101,21.424242424242426,
https://www.smackcoders.com/documentation/woocommerce-to-shopify-integration/w2s-getting-started,0,99,0.0,26.05050505050505,
https://www.smackcoders.com/documentation/wp-ultimate-csv-importer-pro/slim-seo-metadata-import-export,0,99,0.0,17.21212121212121,
https://www.smackcoders.com/documentation/wp-ultimate-csv-importer-pro/import-and-export-wordpress-users,0,98,0.0,29.071428571428573,
https://www.smackcoders.com/manage-large-wordpress-sites-without-slowing-down.html,1,97,0.0103092783505154,10.09278350515464,
https://www.smackcoders.com/ja/documentation/wp-ultimate-csv-importer/acf-import,5,96,0.0520833333333333,6.59375,
https://www.smackcoders.com/documentation/wp-ultimate-csv-importer-pro/wordpress-export-import-single-page,0,96,0.0,35.71875,
https://www.smackcoders.com/blog/export-import-advanced-custom-fields-csv-wordpress.html#import-acf-fields-in-word-press-from-csv,0,93,0.0,8.473118279569892,
https://www.smackcoders.com/wp-leads-builder-any-crm-pro.html,0,93,0.0,37.66666666666666,
https://www.smackcoders.com/es/documentation/wp-ultimate-csv-importer-pro/como-importar-productos-variables-en-woocommerce,2,92,0.0217391304347826,11.543478260869565,
https://www.smackcoders.com/blog/wordpress-security-checklist.html,0,91,0.0,41.95604395604396,
https://www.smackcoders.com/es/blog/creacion-de-taxonomias-personalizadas-con-el-complemento-acf-una-guia-paso-a-paso.html,0,91,0.0,5.769230769230769,
https://www.smackcoders.com/ja/blog/how-to-install-wamp-and-xampp.html,1,88,0.0113636363636363,7.75,
https://www.smackcoders.com/blog/add-external-urls-to-featured-images-wordpress.html#how-to-add-external-url-links-to-word-press-posts-pages,0,88,0.0,6.795454545454546,
https://www.smackcoders.com/ja/blog/add-external-urls-to-featured-images-wordpress.html#how-to-add-external-url-links-to-word-press-posts-pages,0,88,0.0,5.079545454545454,
https://www.smackcoders.com/blog/how-to-import-page-to-wordpress.html#common-scenarios-and-methods-to-import-pages-into-word-press,0,87,0.0,7.482758620689655,
https://www.smackcoders.com/blog/how-to-import-page-to-wordpress.html#step-by-step-import-word-press-pages-via-rest-api,0,87,0.0,7.482758620689655,
https://www.smackcoders.com/blog/how-to-import-page-to-wordpress.html#types-of-pages-you-can-import,0,87,0.0,7.482758620689655,
https://www.smackcoders.com/ja/blog/blog-create-and-import-custom-post-types-in-wordpress.html,3,85,0.0352941176470588,13.6,
https://www.smackcoders.com/blog/import-posts-or-products-from-excel-to-wordpress.html,0,85,0.0,25.2,
https://www.smackcoders.com/documentation/wp-ultimate-csv-importer-pro/import-serialized-fields-data,0,85,0.0,13.6,
https://www.smackcoders.com/ja/blog/how-to-import-csv-file-in-wordpress.html#%E5%9F%BA%E6%9C%AC%E3%81%AE%E7%90%86%E8%A7%A3,0,84,0.0,5.892857142857143,
https://www.smackcoders.com/ja/blog/how-to-import-csv-file-in-wordpress.html#csv-%E3%83%95%E3%82%A1%E3%82%A4%E3%83%AB%E3%81%AE%E3%82%A4%E3%83%B3%E3%83%9D%E3%83%BC%E3%83%88%E3%81%AE%E5%BC%B7%E5%8C%96,0,83,0.0,5.855421686746988,
https://www.smackcoders.com/easy-inventory-and-stock-manager-for-woocommerce.html,1,80,0.0125,46.1125,
https://www.smackcoders.com/ja/documentation/wp-ultimate-exporter/wordpress-exporter-guide,1,80,0.0125,11.6125,
https://www.smackcoders.com/wp-ultimate-csv-importer-pro/pricing.html,1,80,0.0125,13.3125,
https://www.smackcoders.com/blog/woocommerce-variable-pricing-calculator.html,0,80,0.0,20.3,
https://www.smackcoders.com/blog/wordpress-security-best-practices.html,0,80,0.0,47.3,
https://www.smackcoders.com/blog/how-to-prepare-woocommerce-for-high-traffic.html,0,79,0.0,15.962025316455696,
https://www.smackcoders.com/es/blog/como-instalar-cargadores-ioncube-para-varios-tipos-de-alojamiento.html,0,79,0.0,8.60759493670886,
https://www.smackcoders.com/es/documentation/wp-ultimate-csv-importer-pro/importacion-de-csv-de-woocommerce,1,77,0.0129870129870129,8.896103896103895,
https://www.smackcoders.com/documentation/wp-ultimate-csv-importer-pro/toolset-types-import,0,77,0.0,27.376623376623375,
https://www.smackcoders.com/es/blog/como-importar-archivos-csv-a-wordpress-de-manera-eficiente.html,1,74,0.0135135135135135,12.716216216216216,
https://www.smackcoders.com/ja/blog/import-export-custom-post-types-plugin-data.html,1,74,0.0135135135135135,4.486486486486486,
https://www.smackcoders.com/ja/wp-all-import-alternative.html,5,73,0.0684931506849315,10.054794520547944,
https://www.smackcoders.com/documentation/wp-ultimate-csv-importer-pro/import-business-directory-listings-in-wordpress,0,73,0.0,15.767123287671232,
https://www.smackcoders.com/documentation/wp-ultimate-csv-importer-pro/import-export-edd-downloads,0,73,0.0,10.452054794520548,
https://www.smackcoders.com/documentation/wp-ultimate-csv-importer-pro/import-export-users-with-multiple-user-roles,0,72,0.0,23.84722222222222,
https://www.smackcoders.com/es/blog/importar-paginas-a-wordpress-una-guia-util.html,0,72,0.0,5.930555555555555,
https://www.smackcoders.com/ja/documentation/wp-ultimate-csv-importer/import-wordpress-categories-and-tags,9,71,0.1267605633802817,7.605633802816901,
https://www.smackcoders.com/es/blog/tecnicas-avanzadas-para-importar-y-exportar-wordpress.html,0,71,0.0,11.52112676056338,
https://www.smackcoders.com/documentation/wp-ultimate-csv-importer-pro/the-events-calendar-import-export,0,70,0.0,7.542857142857143,
https://www.smackcoders.com/ja/wp-ultimate-csv-importer-pro.html,7,69,0.1014492753623188,11.565217391304348,
https://www.smackcoders.com/documentation/wp-ultimate-csv-importer-pro/import-events-into-wordpress,1,69,0.0144927536231884,14.144927536231885,
https://www.smackcoders.com/documentation/wp-ultimate-csv-importer-pro/custom-field-suite-import,0,69,0.0,16.405797101449274,
https://www.smackcoders.com/documentation/wp-ultimate-csv-importer-pro/import-export-jetbookings-data,0,69,0.0,16.63768115942029,
https://www.smackcoders.com/blog/add-external-urls-to-featured-images-wordpress.html#importing-bulk-external-ur-ls-to-featured-images-in-word-press-posts-pages-and-custom-posts,0,68,0.0,6.75,
https://www.smackcoders.com/blog/woocommerce-inventory-management.html,0,67,0.0,37.23880597014925,
https://www.smackcoders.com/ja,0,65,0.0,2.569230769230769,
